year,total_ghg,co2,temperature_change_from_co2,temperature_change_from_ghg,coal_pc1,oil_pc1,gas_pc1,cement_pc1,land_use_pc1,ghg_pc1,nonco2_ghg_pc1
1779,4219.061,15.535,0.001,0.002,0.0014935303601211203,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1780,4219.061,15.879,0.001,0.002,0.001506653877624331,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1781,4219.061,16.234,0.001,0.002,0.0015201970424895683,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1782,4219.061,16.581,0.001,0.002,0.0015334350092732763,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1783,4219.061,17.063,0.001,0.002,0.0015518231936818006,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1784,4219.061,17.471,0.001,0.002,0.0015673882958368024,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1785,4219.061,17.965,0.001,0.002,0.001586234277367482,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1786,4219.061,18.447,0.001,0.002,0.0024418861310674944,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1787,4219.061,18.859,0.001,0.002,0.002457603832263122,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1788,4219.061,19.286,0.001,0.002,0.002473893779861569,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1789,4219.061,19.863,0.001,0.002,0.0024959061914875402,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1790,4219.061,20.398,0.001,0.002,0.002516316313185829,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1791,4219.061,20.932,0.001,0.002,0.002536688285123878,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1792,4219.061,21.929,0.001,0.002,0.002574723596026951,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1793,4219.061,22.297,0.001,0.002,0.0025887627077745834,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1794,4219.061,22.52,0.001,0.002,0.0025972701042955015,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1795,4219.061,22.315,0.001,0.002,0.0025894494034578996,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1796,4219.061,22.121,0.001,0.002,0.005093839357856733,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1797,4219.061,22.09,0.001,0.002,0.005092656715291133,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1798,4219.061,23.106,0.001,0.002,0.005131416871637651,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1799,4219.061,27.485,0.001,0.002,0.005298474671481923,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1800,4219.061,32.798,0.001,0.002,0.005501164347337717,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1801,4219.061,31.986,0.001,0.002,0.005470186742068561,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1802,4219.061,40.31,0.001,0.002,0.0057877453458373695,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1803,4219.061,29.539,0.001,0.002,0.0053768342788991785,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1804,4219.061,31.769,0.001,0.002,0.005461908244108693,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1805,4219.061,31.252,0.001,0.002,0.005442184818093776,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1806,4219.061,32.705,0.001,0.002,0.006334880088932127,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1807,4219.061,36.201,0.001,0.002,0.0064682516505341625,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1808,4219.061,35.498,0.001,0.002,0.006441432369125033,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1809,4219.061,36.334,0.001,0.002,0.006473325568638666,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1810,4219.061,39.492,0.001,0.002,0.006593802511298652,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1811,4219.061,40.177,0.001,0.002,0.00661993509702441,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1812,4219.061,40.815,0.001,0.002,0.006644274644021564,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1813,4219.061,41.206,0.001,0.002,0.006659191200253378,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1814,4219.061,42.227,0.001,0.002,0.006698142105400928,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1815,4219.061,43.587,0.001,0.002,0.006750025779250657,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1816,4219.061,45.497,0.001,0.002,0.008916050994430269,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1817,4219.061,49.276,0.001,0.002,0.009060218938164277,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1818,4219.061,51.392,0.001,0.002,0.009140943830712955,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1819,4219.061,50.93,0.001,0.002,0.00912331864150806,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1820,4219.061,50.733,0.001,0.002,0.009115803138751932,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1821,4219.061,52.059,0.001,0.002,0.009166389720755452,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1822,4219.061,54.022,0.001,0.002,0.009241277699995942,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1823,4219.061,56.358,0.001,0.002,0.009330395539784986,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1824,4219.061,57.584,0.001,0.002,0.009377167145770193,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1825,4219.061,60.731,0.001,0.002,0.009497224441068153,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1826,4219.061,61.382,0.001,0.002,0.01580153745463403,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1827,4219.061,65.739,0.001,0.002,0.015967755959754193,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1828,4219.061,66.682,0.001,0.002,0.016003731183607373,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1829,4219.061,66.307,0.001,0.002,0.015989425023538506,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1830,4219.061,88.988,0.001,0.002,0.016854699734264067,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1831,4219.061,83.251,0.001,0.002,0.016635834560090434,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1832,4219.061,82.092,0.001,0.002,0.016591618988037515,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1833,4219.061,83.249,0.001,0.002,0.016635758260570066,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1834,4219.061,88.763,0.001,0.002,0.016846116038222725,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1835,4219.061,97.4,0.001,0.002,0.017175615516929033,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1836,4219.061,106.894,0.001,0.002,0.021724127686570283,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1837,4219.061,106.199,0.001,0.002,0.02169761360324257,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1838,4219.061,105.845,0.001,0.002,0.021684108588137574,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1839,4219.061,109.653,0.001,0.002,0.021829382874916925,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1840,4219.061,118.809,0.001,0.002,0.022178682079158518,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1841,4219.061,122.166,0.001,0.002,0.022306750824095056,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1842,4219.061,129.389,0.001,0.002,0.02258230654190163,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1843,4219.061,132.369,0.001,0.002,0.02269599282724888,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1844,4219.061,141.966,0.001,0.002,0.023062116075731554,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1845,4219.061,155.073,0.001,0.002,0.023562144982458677,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1846,4219.061,157.702,0.001,0.002,0.03517481615473983,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1847,4219.061,170.797,0.001,0.002,0.03567438726434485,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1848,4219.061,173.643,0.001,0.002,0.03578296148182758,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1849,4219.061,185.048,0.001,0.002,0.03621805949672213,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1850,4219.061,196.848,0.001,0.002,0.03666822666688929,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1851,4409.311,198.779,0.001,0.002,0.03674189385380394,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.06752230548651042,2.9411881040997123e-05,0.0007046497265968676
