year,total_ghg,co2,temperature_change_from_co2,temperature_change_from_ghg,coal_pc1,oil_pc1,gas_pc1,cement_pc1,land_use_pc1,ghg_pc1,nonco2_ghg_pc1
1763,4219.061,11.192,0.001,0.002,0.0002812663650291758,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1764,4219.061,11.397,0.001,0.002,0.0002890870658668332,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1765,4219.061,11.643,0.001,0.002,0.00029847190687198877,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1766,4219.061,11.876,0.001,0.002,0.0009353085529634209,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1767,4219.061,12.153,0.001,0.002,0.0009458760365342878,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1768,4219.061,12.467,0.001,0.002,0.0009578550612319159,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1769,4219.061,12.78,0.001,0.002,0.0009697959361694153,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1770,4219.061,13.097,0.001,0.002,0.0009818894101476516,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1771,4219.061,13.369,0.001,0.002,0.0009922661449175973,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1772,4219.061,13.624,0.001,0.002,0.001001994333764411,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1773,4219.061,13.808,0.001,0.002,0.0010090138896381995,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1774,4219.061,14.012,0.001,0.002,0.0010167964407156727,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1775,4219.061,14.339,0.001,0.002,0.0010292714122957514,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1776,4219.061,14.654,0.001,0.002,0.0014599204213993633,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1777,4219.061,14.96,0.001,0.002,0.001471594248015573,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
1778,4219.061,15.243,0.001,0.002,0.0014823906301475454,2.498001805406602e-16,6.106226635438361e-16,1.942890293094024e-16,0.04152857564224424,1.6653345369377348e-16,0.0
